Trace,lru,opt,srrip,hwc 80 50 curr hotter,hwc 80 50 curr hotter lru
cassandra_result,2.66783,2.76175,2.68017,2.67998,2.70648
drupal_result,2.75272,2.85094,2.76633,2.7924,2.81507
finagle-chirper_result,2.46284,2.50368,2.46741,2.46513,2.4835
finagle-http_result,2.73296,2.78234,2.73666,2.73407,2.75318
kafka_result,2.5225,2.62778,2.53699,2.52561,2.56642
mediawiki_result,2.33957,2.41801,2.33905,2.35344,2.37541
tomcat_result,2.0373,2.21988,2.07377,2.12058,2.12159
verilator_result,0.302768,0.49971,0.309561,0.499146,0.499181
wordpress_result,2.73231,2.81024,2.74077,2.77001,2.78271
