Trace,lru,opt,srrip,hwc 80 50 curr hotter,hwc 80 50 curr hotter lru
cassandra_result,2.79599,2.83688,2.79903,2.7791,2.80989
drupal_result,2.81007,2.89643,2.82956,2.84917,2.86683
finagle-chirper_result,2.52,2.53057,2.51944,2.51075,2.52312
finagle-http_result,2.80569,2.81707,2.80568,2.79683,2.80925
kafka_result,2.66555,2.71194,2.66955,2.63755,2.68069
mediawiki_result,2.37025,2.45243,2.37434,2.39382,2.41003
tomcat_result,2.17544,2.31675,2.21185,2.22945,2.2441
verilator_result,0.288831,0.557644,0.296363,0.555399,0.555362
wordpress_result,2.76217,2.84229,2.77604,2.80612,2.80666
